time,distance,spm,power,pace,calhr,calories,heartrate,status,,,,,,,,,,,,,,,,,,,,
158.97,426.3,21,147,133.53145150486625,805.9152,32,129,9
159.17,425.4,21,147,133.53145150486625,805.9152,32,129,9
159.39,424.5,23,141,135.39926616265015,785.2656,33,129,9
159.6,423.7,23,141,135.39926616265015,785.2656,33,129,9
159.81,422.9,23,141,135.39926616265015,785.2656,33,129,9
160.0,422.1,23,141,135.39926616265015,785.2656,33,129,9
160.2,421.3,23,141,135.39926616265015,785.2656,33,129,9
160.41,420.6,23,141,135.39926616265015,785.2656,33,129,9
160.63,419.8,23,141,135.39926616265015,785.2656,33,129,9
160.82,419.2,23,141,135.39926616265015,785.2656,33,129,9
161.05,418.4,23,141,135.39926616265015,785.2656,33,129,9
161.25,417.7,23,141,135.39926616265015,785.2656,33,129,9
161.46,417.0,23,141,135.39926616265015,785.2656,33,129,9
161.67,416.3,23,141,135.39926616265015,785.2656,33,129,9
161.88,415.5,23,141,135.39926616265015,785.2656,33,130,9
162.09,414.6,22,139,136.04557316960992,778.3824,33,130,9
162.3,413.8,22,139,136.04557316960992,778.3824,33,130,9
162.49,413.0,22,139,136.04557316960992,778.3824,33,130,9
162.71,412.2,22,139,136.04557316960992,778.3824,33,130,9
162.92,411.5,22,139,136.04557316960992,778.3824,33,130,9
163.11,410.8,22,139,136.04557316960992,778.3824,33,130,9
163.33,410.0,22,139,136.04557316960992,778.3824,33,130,9
163.53,409.4,22,139,136.04557316960992,778.3824,33,130,9
163.74,408.7,22,139,136.04557316960992,778.3824,33,130,9
163.95,408.0,22,139,136.04557316960992,778.3824,33,130,9
164.15,407.3,22,139,136.04557316960992,778.3824,33,130,9
164.38,406.5,22,139,136.04557316960992,778.3824,33,130,9
164.59,405.7,22,139,136.04557316960992,778.3824,33,130,9
164.79,404.8,23,132,138.4091190294066,754.2912,34,130,9
164.98,404.1,23,132,138.4091190294066,754.2912,34,130,9
165.2,403.3,23,132,138.4091190294066,754.2912,34,130,9
165.41,402.5,23,132,138.4091190294066,754.2912,34,130,9
165.62,401.7,23,132,138.4091190294066,754.2912,34,130,9
165.83,401.0,23,132,138.4091190294066,754.2912,34,130,9
166.03,400.3,23,132,138.4091190294066,754.2912,34,130,9
166.23,399.6,23,132,138.4091190294066,754.2912,34,130,9
166.44,398.9,23,132,138.4091190294066,754.2912,34,130,9
166.66,398.3,23,132,138.4091190294066,754.2912,34,130,9
166.86,397.6,23,132,138.4091190294066,754.2912,34,130,9
167.08,396.8,23,132,138.4091190294066,754.2912,34,130,9
167.29,395.9,23,132,138.4091190294066,754.2912,34,130,9
167.5,395.0,22,132,138.4091190294066,754.2912,35,130,9
167.71,394.2,22,132,138.4091190294066,754.2912,35,130,9
167.92,393.4,22,132,138.4091190294066,754.2912,35,130,9
168.11,392.6,22,132,138.4091190294066,754.2912,35,130,9
168.31,391.9,22,132,138.4091190294066,754.2912,35,130,9
168.52,391.1,22,132,138.4091190294066,754.2912,35,130,9
168.73,390.4,22,132,138.4091190294066,754.2912,35,130,9
168.95,389.6,22,132,138.4091190294066,754.2912,35,130,9
169.15,388.9,22,132,138.4091190294066,754.2912,35,130,9
169.36,388.2,22,132,138.4091190294066,754.2912,35,130,9
169.56,387.6,22,132,138.4091190294066,754.2912,35,130,9
169.79,386.7,22,132,138.4091190294066,754.2912,35,130,9
169.99,385.9,22,132,138.4091190294066,754.2912,35,130,9
170.19,385.1,22,143,134.76506826495404,792.1488,35,130,9
170.41,384.2,22,143,134.76506826495404,792.1488,35,130,9
170.6,383.4,22,143,134.76506826495404,792.1488,35,130,9
170.82,382.6,22,143,134.76506826495404,792.1488,35,130,9
171.04,381.8,22,143,134.76506826495404,792.1488,35,130,9
171.24,381.0,22,143,134.76506826495404,792.1488,35,130,9
171.43,380.3,22,143,134.76506826495404,792.1488,35,130,9
171.65,379.6,22,143,134.76506826495404,792.1488,35,130,9
171.85,378.9,22,143,134.76506826495404,792.1488,35,130,9
172.06,378.2,22,143,134.76506826495404,792.1488,35,130,9
172.26,377.6,22,143,134.76506826495404,792.1488,35,130,9
172.48,376.8,22,143,134.76506826495404,792.1488,35,130,9
172.7,376.0,22,143,134.76506826495404,792.1488,35,130,9
172.9,375.2,22,143,134.76506826495404,792.1488,35,130,9
173.1,374.3,21,140,135.72088082974534,781.8240000000001,36,130,9
173.31,373.5,21,140,135.72088082974534,781.8240000000001,36,130,9
173.52,372.7,21,140,135.72088082974534,781.8240000000001,36,130,9
173.74,371.8,21,140,135.72088082974534,781.8240000000001,36,130,9
173.94,371.1,21,140,135.72088082974534,781.8240000000001,36,130,9
174.13,370.4,21,140,135.72088082974534,781.8240000000001,36,130,9
174.35,369.7,21,140,135.72088082974534,781.8240000000001,36,130,9
174.55,369.0,21,140,135.72088082974534,781.8240000000001,36,130,9
174.78,368.2,21,140,135.72088082974534,781.8240000000001,36,129,9
174.96,367.6,21,140,135.72088082974534,781.8240000000001,36,129,9
175.19,366.9,21,140,135.72088082974534,781.8240000000001,36,129,9
175.4,366.0,21,140,135.72088082974534,781.8240000000001,36,129,9
175.6,365.2,21,140,135.72088082974534,781.8240000000001,36,129,9
175.81,364.3,22,141,135.39926616265015,785.2656,36,129,9
176.01,363.5,22,141,135.39926616265015,785.2656,36,129,9
176.22,362.6,22,141,135.39926616265015,785.2656,36,129,9
176.43,361.8,22,141,135.39926616265015,785.2656,36,129,9
176.63,361.1,22,141,135.39926616265015,785.2656,36,129,9
176.85,360.2,22,141,135.39926616265015,785.2656,36,129,9
177.06,359.5,22,141,135.39926616265015,785.2656,36,129,9
177.26,358.8,22,141,135.39926616265015,785.2656,36,129,9
177.48,358.0,22,141,135.39926616265015,785.2656,36,129,9
177.68,357.4,22,141,135.39926616265015,785.2656,36,129,9
177.88,356.7,22,141,135.39926616265015,785.2656,36,129,9
178.09,355.9,22,141,135.39926616265015,785.2656,36,129,9
178.3,355.1,22,141,135.39926616265015,785.2656,36,129,9
178.52,354.2,22,147,133.53145150486625,805.9152,37,129,9
178.73,353.4,22,147,133.53145150486625,805.9152,37,129,9
178.92,352.6,22,147,133.53145150486625,805.9152,37,129,9
179.14,351.8,22,147,133.53145150486625,805.9152,37,129,9
179.35,351.0,22,147,133.53145150486625,805.9152,37,129,9
179.56,350.3,22,147,133.53145150486625,805.9152,37,129,9
179.75,349.6,22,147,133.53145150486625,805.9152,37,129,9
179.97,348.8,22,147,133.53145150486625,805.9152,37,129,9
180.18,348.2,22,147,133.53145150486625,805.9152,37,129,9
180.39,347.5,22,147,133.53145150486625,805.9152,37,129,9
180.58,346.9,22,147,133.53145150486625,805.9152,37,129,9
180.8,346.1,22,147,133.53145150486625,805.9152,37,129,9
181.01,345.3,22,147,133.53145150486625,805.9152,37,129,9
181.22,344.5,22,147,133.53145150486625,805.9152,37,129,9
181.43,343.6,22,133,138.06135595834635,757.7328,38,129,9
181.62,342.9,22,133,138.06135595834635,757.7328,38,129,9
181.85,342.0,22,133,138.06135595834635,757.7328,38,129,9
182.05,341.3,22,133,138.06135595834635,757.7328,38,129,9
182.24,340.6,22,133,138.06135595834635,757.7328,38,129,9
182.46,339.9,22,133,138.06135595834635,757.7328,38,129,9
182.66,339.2,22,133,138.06135595834635,757.7328,38,129,9
182.87,338.5,22,133,138.06135595834635,757.7328,38,125,9
183.08,337.8,22,133,138.06135595834635,757.7328,38,125,9
183.29,337.1,22,133,138.06135595834635,757.7328,38,125,9
183.51,336.4,22,133,138.06135595834635,757.7328,38,125,9
183.71,335.6,22,133,138.06135595834635,757.7328,38,125,9
183.93,334.7,23,132,138.4091190294066,754.2912,38,126,9
184.13,333.8,23,132,138.4091190294066,754.2912,38,126,9
184.34,333.0,23,132,138.4091190294066,754.2912,38,126,9
184.55,332.2,23,132,138.4091190294066,754.2912,38,126,9
184.75,331.4,23,132,138.4091190294066,754.2912,38,126,9
184.95,330.7,23,132,138.4091190294066,754.2912,38,127,9
185.16,329.9,23,132,138.4091190294066,754.2912,38,127,9
185.38,329.1,23,132,138.4091190294066,754.2912,38,127,9
185.58,328.5,23,132,138.4091190294066,754.2912,38,127,9
185.78,327.8,23,132,138.4091190294066,754.2912,38,127,9
185.99,327.1,23,132,138.4091190294066,754.2912,38,127,9
186.21,326.4,23,132,138.4091190294066,754.2912,38,127,9
186.43,325.5,23,132,138.4091190294066,754.2912,38,127,9
186.63,324.7,23,132,138.4091190294066,754.2912,38,127,9
186.83,323.9,22,141,135.39926616265015,785.2656,39,127,9
187.04,323.0,22,141,135.39926616265015,785.2656,39,128,9
187.26,322.2,22,141,135.39926616265015,785.2656,39,128,9
187.46,321.5,22,141,135.39926616265015,785.2656,39,128,9
187.66,320.7,22,141,135.39926616265015,785.2656,39,128,9
187.88,319.9,22,141,135.39926616265015,785.2656,39,128,9
188.07,319.3,22,141,135.39926616265015,785.2656,39,128,9
188.27,318.6,22,141,135.39926616265015,785.2656,39,128,9
188.5,317.8,22,141,135.39926616265015,785.2656,39,128,9
188.71,317.2,22,141,135.39926616265015,785.2656,39,128,9
188.91,316.5,22,141,135.39926616265015,785.2656,39,128,9
189.12,315.7,22,141,135.39926616265015,785.2656,39,128,9
189.33,314.9,22,141,135.39926616265015,785.2656,39,128,9
189.53,314.1,22,135,137.37617666028524,764.616,39,128,9
189.75,313.2,22,135,137.37617666028524,764.616,39,128,9
189.95,312.5,22,135,137.37617666028524,764.616,39,128,9
190.15,311.7,22,135,137.37617666028524,764.616,39,128,9
190.36,311.0,22,135,137.37617666028524,764.616,39,128,9
190.58,310.2,22,135,137.37617666028524,764.616,39,128,9
190.78,309.5,22,135,137.37617666028524,764.616,39,128,9
190.98,308.9,22,135,137.37617666028524,764.616,39,128,9
191.19,308.2,22,135,137.37617666028524,764.616,39,128,9
191.4,307.5,22,135,137.37617666028524,764.616,39,128,9
191.61,306.8,22,135,137.37617666028524,764.616,39,128,9
191.83,306.1,22,135,137.37617666028524,764.616,39,128,9
192.04,305.2,22,135,137.37617666028524,764.616,39,128,9
192.25,304.4,22,127,140.20218256589231,737.0832,40,128,9
192.46,303.6,22,127,140.20218256589231,737.0832,40,128,9
192.66,302.8,22,127,140.20218256589231,737.0832,40,128,9
192.86,302.1,22,127,140.20218256589231,737.0832,40,128,9
193.07,301.3,22,127,140.20218256589231,737.0832,40,128,9
193.26,300.6,22,127,140.20218256589231,737.0832,40,128,9
193.49,299.9,22,127,140.20218256589231,737.0832,40,128,9
193.69,299.2,22,127,140.20218256589231,737.0832,40,128,9
193.9,298.5,22,127,140.20218256589231,737.0832,40,128,9
194.11,297.9,22,127,140.20218256589231,737.0832,40,128,9
194.32,297.2,22,127,140.20218256589231,737.0832,40,128,9
194.52,296.4,22,127,140.20218256589231,737.0832,40,128,9
194.75,295.5,22,127,140.20218256589231,737.0832,40,128,9
194.95,294.7,22,129,139.4738464019914,743.9664,40,128,9
195.16,293.9,22,129,139.4738464019914,743.9664,40,128,9
195.35,293.1,22,129,139.4738464019914,743.9664,40,128,9
195.57,292.3,22,129,139.4738464019914,743.9664,40,128,9
195.78,291.5,22,129,139.4738464019914,743.9664,40,128,9
195.99,290.8,22,129,139.4738464019914,743.9664,40,128,9
196.18,290.1,22,129,139.4738464019914,743.9664,40,128,9
196.4,289.3,22,129,139.4738464019914,743.9664,40,128,9
196.61,288.7,22,129,139.4738464019914,743.9664,40,128,9
196.82,288.0,22,129,139.4738464019914,743.9664,40,128,9
197.03,287.3,22,129,139.4738464019914,743.9664,40,128,9
197.24,286.6,22,129,139.4738464019914,743.9664,40,128,9
197.44,285.7,22,129,139.4738464019914,743.9664,40,128,9
197.66,284.8,21,138,136.3733950952948,774.9408000000001,41,128,9
197.85,284.0,21,138,136.3733950952948,774.9408000000001,41,128,9
198.07,283.1,21,138,136.3733950952948,774.9408000000001,41,128,9
198.28,282.3,21,138,136.3733950952948,774.9408000000001,41,128,9
198.48,281.5,21,138,136.3733950952948,774.9408000000001,41,128,9
198.7,280.7,21,138,136.3733950952948,774.9408000000001,41,128,9
198.9,279.9,21,138,136.3733950952948,774.9408000000001,41,128,9
199.09,279.2,21,138,136.3733950952948,774.9408000000001,41,128,9
199.31,278.5,21,138,136.3733950952948,774.9408000000001,41,128,9
199.51,277.8,21,138,136.3733950952948,774.9408000000001,41,128,9
199.72,277.1,21,138,136.3733950952948,774.9408000000001,41,128,9
199.92,276.4,21,138,136.3733950952948,774.9408000000001,41,128,9
200.15,275.6,21,138,136.3733950952948,774.9408000000001,41,128,9
200.36,274.8,21,138,136.3733950952948,774.9408000000001,41,128,9
200.56,274.0,21,145,134.14258794382457,799.032,42,128,9
200.77,273.1,21,145,134.14258794382457,799.032,42,128,9
200.96,272.4,21,145,134.14258794382457,799.032,42,128,9
201.18,271.5,21,145,134.14258794382457,799.032,42,128,9
201.39,270.8,21,145,134.14258794382457,799.032,42,128,9
201.6,270.0,21,145,134.14258794382457,799.032,42,128,9
201.82,269.3,21,145,134.14258794382457,799.032,42,128,9
202.01,268.6,21,145,134.14258794382457,799.032,42,128,9
202.22,267.9,21,145,134.14258794382457,799.032,42,128,9
202.43,267.2,21,145,134.14258794382457,799.032,42,128,9
202.62,266.6,21,145,134.14258794382457,799.032,42,128,9
202.84,266.0,21,145,134.14258794382457,799.032,42,128,9
203.06,265.2,21,145,134.14258794382457,799.032,42,128,9
203.27,264.4,21,145,134.14258794382457,799.032,42,128,9
203.47,263.5,20,130,139.11530022803197,747.408,42,128,9
203.68,262.7,20,130,139.11530022803197,747.408,42,128,9
203.89,261.9,20,130,139.11530022803197,747.408,42,128,9
204.1,261.1,20,130,139.11530022803197,747.408,42,128,9
204.31,260.3,20,130,139.11530022803197,747.408,42,128,9
204.51,259.5,20,130,139.11530022803197,747.408,42,128,9
204.73,258.8,20,130,139.11530022803197,747.408,42,128,9
204.93,258.1,20,130,139.11530022803197,747.408,42,128,9
205.13,257.4,20,130,139.11530022803197,747.408,42,128,9
205.33,256.8,20,130,139.11530022803197,747.408,42,128,9
205.55,256.1,20,130,139.11530022803197,747.408,42,128,9
205.76,255.4,20,130,139.11530022803197,747.408,42,128,9
205.96,254.7,20,130,139.11530022803197,747.408,42,128,9
206.17,253.9,20,130,139.11530022803197,747.408,42,128,9
206.4,253.0,21,132,138.4091190294066,754.2912,43,128,9
206.59,252.2,21,132,138.4091190294066,754.2912,43,128,9
206.8,251.4,21,132,138.4091190294066,754.2912,43,128,9
207.02,250.6,21,132,138.4091190294066,754.2912,43,129,9
207.22,249.8,21,132,138.4091190294066,754.2912,43,129,9
207.41,249.1,21,132,138.4091190294066,754.2912,43,129,9
207.63,248.4,21,132,138.4091190294066,754.2912,43,129,9
207.83,247.7,21,132,138.4091190294066,754.2912,43,129,9
208.03,247.0,21,132,138.4091190294066,754.2912,43,129,9
208.24,246.3,21,132,138.4091190294066,754.2912,43,129,9
208.46,245.7,21,132,138.4091190294066,754.2912,43,129,9
208.66,245.0,21,132,138.4091190294066,754.2912,43,129,9
208.88,244.2,21,132,138.4091190294066,754.2912,43,129,9
209.09,243.3,21,132,138.4091190294066,754.2912,43,129,9
209.29,242.5,22,131,138.76041271642143,750.8496,43,129,9
209.5,241.7,22,131,138.76041271642143,750.8496,43,129,9
209.72,240.8,22,131,138.76041271642143,750.8496,43,129,9
209.92,240.1,22,131,138.76041271642143,750.8496,43,130,9
210.13,239.3,22,131,138.76041271642143,750.8496,43,130,9
210.34,238.6,22,131,138.76041271642143,750.8496,43,130,9
210.54,237.9,22,131,138.76041271642143,750.8496,43,130,9
210.74,237.2,22,131,138.76041271642143,750.8496,43,130,9
210.94,236.5,22,131,138.76041271642143,750.8496,43,130,9
211.15,235.9,22,131,138.76041271642143,750.8496,43,130,9
211.37,235.1,22,131,138.76041271642143,750.8496,43,130,9
211.57,234.3,22,131,138.76041271642143,750.8496,43,130,9
211.8,233.4,22,131,138.76041271642143,750.8496,43,130,9
212.01,232.6,22,135,137.37617666028524,764.616,44,130,9
212.2,231.9,22,135,137.37617666028524,764.616,44,130,9
212.42,231.0,22,135,137.37617666028524,764.616,44,130,9
212.62,230.3,22,135,137.37617666028524,764.616,44,130,9
212.83,229.5,22,135,137.37617666028524,764.616,44,130,9
213.05,228.8,22,135,137.37617666028524,764.616,44,130,9
213.25,228.1,22,135,137.37617666028524,764.616,44,130,9
213.45,227.4,22,135,137.37617666028524,764.616,44,130,9
213.66,226.7,22,135,137.37617666028524,764.616,44,130,9
213.87,226.0,22,135,137.37617666028524,764.616,44,130,9
214.09,225.3,22,135,137.37617666028524,764.616,44,130,9
214.28,224.5,22,135,137.37617666028524,764.616,44,130,9
214.5,223.6,23,132,138.4091190294066,754.2912,45,130,9
214.71,222.8,23,132,138.4091190294066,754.2912,45,130,9
214.92,222.0,23,132,138.4091190294066,754.2912,45,130,9
215.12,221.2,23,132,138.4091190294066,754.2912,45,130,9
215.32,220.5,23,132,138.4091190294066,754.2912,45,130,9
215.53,219.7,23,132,138.4091190294066,754.2912,45,130,9
215.74,219.0,23,132,138.4091190294066,754.2912,45,130,9
215.94,218.3,23,132,138.4091190294066,754.2912,45,130,9
216.16,217.5,23,132,138.4091190294066,754.2912,45,130,9
216.37,216.9,23,132,138.4091190294066,754.2912,45,130,9
216.56,216.2,23,132,138.4091190294066,754.2912,45,130,9
216.79,215.5,23,132,138.4091190294066,754.2912,45,130,9
216.99,214.7,23,132,138.4091190294066,754.2912,45,130,9
217.2,213.9,23,132,138.4091190294066,754.2912,45,130,9
217.41,213.1,21,133,138.06135595834635,757.7328,45,130,9
217.62,212.3,21,133,138.06135595834635,757.7328,45,130,9
217.82,211.5,21,133,138.06135595834635,757.7328,45,130,9
218.04,210.7,21,133,138.06135595834635,757.7328,45,130,9
218.23,210.0,21,133,138.06135595834635,757.7328,45,130,9
218.44,209.3,21,133,138.06135595834635,757.7328,45,130,9
218.64,208.6,21,133,138.06135595834635,757.7328,45,130,9
218.87,207.8,21,133,138.06135595834635,757.7328,45,129,9
219.07,207.2,21,133,138.06135595834635,757.7328,45,129,9
219.26,206.5,21,133,138.06135595834635,757.7328,45,129,9
219.49,205.8,21,133,138.06135595834635,757.7328,45,129,9
219.7,205.0,21,133,138.06135595834635,757.7328,45,129,9
219.9,204.2,21,133,138.06135595834635,757.7328,45,129,9
220.12,203.3,22,131,138.76041271642143,750.8496,46,129,9
220.31,202.6,22,131,138.76041271642143,750.8496,46,129,9
220.52,201.7,22,131,138.76041271642143,750.8496,46,129,9
220.74,200.9,22,131,138.76041271642143,750.8496,46,129,9
220.94,200.2,22,131,138.76041271642143,750.8496,46,129,9
221.16,199.4,22,131,138.76041271642143,750.8496,46,129,9
221.35,198.7,22,131,138.76041271642143,750.8496,46,129,9
221.57,198.0,22,131,138.76041271642143,750.8496,46,129,9
221.77,197.3,22,131,138.76041271642143,750.8496,46,129,9
221.98,196.6,22,131,138.76041271642143,750.8496,46,129,9
222.19,196.0,22,131,138.76041271642143,750.8496,46,129,9
222.4,195.2,22,131,138.76041271642143,750.8496,46,129,9
222.6,194.4,22,131,138.76041271642143,750.8496,46,129,9
222.82,193.5,22,136,137.03864169658718,768.0576000000001,46,129,9
223.03,192.6,22,136,137.03864169658718,768.0576000000001,46,129,9
223.22,191.9,22,136,137.03864169658718,768.0576000000001,46,129,9
223.44,191.1,22,136,137.03864169658718,768.0576000000001,46,129,9
223.65,190.3,22,136,137.03864169658718,768.0576000000001,46,129,9
223.86,189.6,22,136,137.03864169658718,768.0576000000001,46,129,9
224.06,188.9,22,136,137.03864169658718,768.0576000000001,46,129,9
224.26,188.2,22,136,137.03864169658718,768.0576000000001,46,129,9
224.48,187.5,22,136,137.03864169658718,768.0576000000001,46,129,9
224.69,186.8,22,136,137.03864169658718,768.0576000000001,46,129,9
224.88,186.2,22,136,137.03864169658718,768.0576000000001,46,128,9
225.11,185.3,22,136,137.03864169658718,768.0576000000001,46,128,9
225.31,184.6,22,136,137.03864169658718,768.0576000000001,46,128,9
225.51,183.8,22,133,138.06135595834635,757.7328,47,128,9
225.72,182.9,22,133,138.06135595834635,757.7328,47,128,9
225.94,182.1,22,133,138.06135595834635,757.7328,47,128,9
226.14,181.3,22,133,138.06135595834635,757.7328,47,128,9
226.35,180.6,22,133,138.06135595834635,757.7328,47,128,9
226.56,179.8,22,133,138.06135595834635,757.7328,47,128,9
226.76,179.2,22,133,138.06135595834635,757.7328,47,128,9
226.96,178.5,22,133,138.06135595834635,757.7328,47,128,9
227.17,177.8,22,133,138.06135595834635,757.7328,47,128,9
227.38,177.1,22,133,138.06135595834635,757.7328,47,128,9
227.59,176.4,22,133,138.06135595834635,757.7328,47,128,9
227.8,175.7,22,133,138.06135595834635,757.7328,47,128,9
228.01,174.9,22,133,138.06135595834635,757.7328,47,128,9
228.23,174.0,22,131,138.76041271642143,750.8496,47,128,9
228.44,173.1,22,131,138.76041271642143,750.8496,47,128,9
228.63,172.4,22,131,138.76041271642143,750.8496,47,128,9
228.85,171.5,22,131,138.76041271642143,750.8496,47,128,9
229.05,170.8,22,131,138.76041271642143,750.8496,47,128,9
229.26,170.0,22,131,138.76041271642143,750.8496,47,128,9
229.47,169.3,22,131,138.76041271642143,750.8496,47,128,9
229.67,168.6,22,131,138.76041271642143,750.8496,47,128,9
229.87,167.9,22,131,138.76041271642143,750.8496,47,128,9
230.08,167.2,22,131,138.76041271642143,750.8496,47,128,9
230.29,166.6,22,131,138.76041271642143,750.8496,47,128,9
230.51,165.8,22,131,138.76041271642143,750.8496,47,128,9
230.72,165.0,22,131,138.76041271642143,750.8496,47,128,9
230.92,164.2,22,131,138.76041271642143,750.8496,47,128,9
231.14,163.3,22,137,136.70439977989238,771.4992,48,128,9
231.35,162.4,22,137,136.70439977989238,771.4992,48,128,9
231.54,161.7,22,137,136.70439977989238,771.4992,48,128,9
231.76,160.8,22,137,136.70439977989238,771.4992,48,128,9
231.97,160.1,22,137,136.70439977989238,771.4992,48,128,9
232.18,159.3,22,137,136.70439977989238,771.4992,48,128,9
232.37,158.7,22,137,136.70439977989238,771.4992,48,128,9
232.59,157.9,22,137,136.70439977989238,771.4992,48,128,9
232.8,157.2,22,137,136.70439977989238,771.4992,48,128,9
233.01,156.6,22,137,136.70439977989238,771.4992,48,128,9
233.21,155.9,22,137,136.70439977989238,771.4992,48,128,9
233.42,155.1,22,137,136.70439977989238,771.4992,48,128,9
233.63,154.3,22,137,136.70439977989238,771.4992,48,128,9
233.84,153.4,21,139,136.04557316960992,778.3824,49,128,9
234.04,152.6,21,139,136.04557316960992,778.3824,49,128,9
234.25,151.7,21,139,136.04557316960992,778.3824,49,128,9
234.46,150.9,21,139,136.04557316960992,778.3824,49,128,9
234.66,150.1,21,139,136.04557316960992,778.3824,49,128,9
234.89,149.3,21,139,136.04557316960992,778.3824,49,128,9
235.1,148.6,21,139,136.04557316960992,778.3824,49,128,9
235.29,147.9,21,139,136.04557316960992,778.3824,49,128,9
235.49,147.2,21,139,136.04557316960992,778.3824,49,128,9
235.72,146.4,21,139,136.04557316960992,778.3824,49,128,9
235.9,145.8,21,139,136.04557316960992,778.3824,49,128,9
236.13,145.1,21,139,136.04557316960992,778.3824,49,128,9
236.35,144.3,21,139,136.04557316960992,778.3824,49,128,9
236.55,143.4,21,139,136.04557316960992,778.3824,49,128,9
236.76,142.5,21,143,134.76506826495404,792.1488,49,128,9
236.95,141.8,21,143,134.76506826495404,792.1488,49,128,9
237.18,140.9,21,143,134.76506826495404,792.1488,49,128,9
237.37,140.1,21,143,134.76506826495404,792.1488,49,128,9
237.57,139.4,21,143,134.76506826495404,792.1488,49,128,9
237.78,138.6,21,143,134.76506826495404,792.1488,49,129,9
237.99,137.9,21,143,134.76506826495404,792.1488,49,129,9
238.19,137.2,21,143,134.76506826495404,792.1488,49,129,9
238.41,136.4,21,143,134.76506826495404,792.1488,49,129,9
238.62,135.7,21,143,134.76506826495404,792.1488,49,129,9
238.84,135.0,21,143,134.76506826495404,792.1488,49,129,9
239.04,134.2,21,143,134.76506826495404,792.1488,49,129,9
239.24,133.3,21,143,134.76506826495404,792.1488,49,129,9
239.46,132.3,23,151,132.34179850757437,819.6816,50,129,9
239.66,131.4,23,151,132.34179850757437,819.6816,50,129,9
239.87,130.5,23,151,132.34179850757437,819.6816,50,129,9
240.07,129.6,23,151,132.34179850757437,819.6816,50,129,9
240.28,128.8,23,151,132.34179850757437,819.6816,50,129,9
240.49,128.0,23,151,132.34179850757437,819.6816,50,129,9
240.71,127.2,23,151,132.34179850757437,819.6816,50,129,9
240.92,126.4,23,151,132.34179850757437,819.6816,50,129,9
241.13,125.7,23,151,132.34179850757437,819.6816,50,129,9
241.32,125.0,23,151,132.34179850757437,819.6816,50,129,9
241.54,124.1,23,151,132.34179850757437,819.6816,50,129,9
241.75,123.2,23,151,132.34179850757437,819.6816,50,129,9
241.96,122.3,23,183,124.1287317712098,929.8128,51,129,9
242.16,121.4,23,183,124.1287317712098,929.8128,51,129,9
242.37,120.5,23,183,124.1287317712098,929.8128,51,129,9
242.58,119.5,23,183,124.1287317712098,929.8128,51,129,9
242.78,118.7,23,183,124.1287317712098,929.8128,51,129,9
242.99,117.9,23,183,124.1287317712098,929.8128,51,130,9
243.19,117.1,23,183,124.1287317712098,929.8128,51,130,9
243.41,116.3,23,183,124.1287317712098,929.8128,51,130,9
243.61,115.5,23,183,124.1287317712098,929.8128,51,130,9
243.83,114.8,23,183,124.1287317712098,929.8128,51,130,9
244.02,114.1,23,183,124.1287317712098,929.8128,51,130,9
244.24,113.3,23,183,124.1287317712098,929.8128,51,130,9
244.45,112.4,23,183,124.1287317712098,929.8128,51,130,9
244.66,111.4,22,182,124.35565865985814,926.3712,51,130,9
244.86,110.5,22,182,124.35565865985814,926.3712,51,130,9
245.07,109.6,22,182,124.35565865985814,926.3712,51,130,9
245.28,108.7,22,182,124.35565865985814,926.3712,51,130,9
245.48,107.8,22,182,124.35565865985814,926.3712,51,130,9
245.71,106.9,22,182,124.35565865985814,926.3712,51,130,9
245.9,106.2,22,182,124.35565865985814,926.3712,51,130,9
246.1,105.4,22,182,124.35565865985814,926.3712,51,130,9
246.31,104.7,22,182,124.35565865985814,926.3712,51,130,9
246.51,103.9,22,182,124.35565865985814,926.3712,51,130,9
246.74,103.0,22,182,124.35565865985814,926.3712,51,131,9
246.95,102.1,22,182,124.35565865985814,926.3712,51,131,9
247.16,101.1,24,196,121.32137516012934,974.5536000000001,52,131,9
247.36,100.2,24,196,121.32137516012934,974.5536000000001,52,131,9
247.57,99.3,24,196,121.32137516012934,974.5536000000001,52,131,9
247.78,98.4,24,196,121.32137516012934,974.5536000000001,52,131,9
247.98,97.5,24,196,121.32137516012934,974.5536000000001,52,131,9
248.19,96.7,24,196,121.32137516012934,974.5536000000001,52,131,9
248.4,95.9,24,196,121.32137516012934,974.5536000000001,52,131,9
248.61,95.1,24,196,121.32137516012934,974.5536000000001,52,131,9
248.82,94.3,24,196,121.32137516012934,974.5536000000001,52,131,9
249.03,93.4,24,196,121.32137516012934,974.5536000000001,52,132,9
249.24,92.4,24,196,121.32137516012934,974.5536000000001,52,132,9
249.44,91.4,27,209,118.75190522993935,1019.2944,52,132,9
249.66,90.4,27,209,118.75190522993935,1019.2944,52,132,9
249.86,89.5,27,209,118.75190522993935,1019.2944,52,132,9
250.07,88.6,27,209,118.75190522993935,1019.2944,52,132,9
250.26,87.8,27,209,118.75190522993935,1019.2944,52,132,9
250.49,86.9,27,209,118.75190522993935,1019.2944,52,132,9
250.7,86.1,27,209,118.75190522993935,1019.2944,52,132,9
250.9,85.3,27,209,118.75190522993935,1019.2944,52,133,9
251.1,84.5,27,209,118.75190522993935,1019.2944,52,133,9
251.31,83.7,27,209,118.75190522993935,1019.2944,52,133,9
251.53,82.7,27,209,118.75190522993935,1019.2944,52,133,9
